,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MultipleLines,DSL,Fiber optic,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year,tenure,MonthlyCharges,TotalCharges,pre,Churn
70,4761,8224-KDLKN,1,0,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,-1.3078585950642043,-0.20885558022444886,0,0
71,4441,4825-FUREZ,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.41132299583298904,-1.466786963617517,-0.6167717452633603,0,0
72,290,7534-BFESC,1,1,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.32285772204415,0.401876064530379,-0.22068578115871884,1,1
73,4120,9138-EFSMO,1,0,1,1,1,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.24128208672446785,0.4972330856623668,-0.07549489908182937,0,0
74,3704,4227-OJHAL,0,0,1,1,1,1,1,1,0,1,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4718062549888566,0.2981543924219015,1.3372433136318016,0,0
75,1718,7279-NMVJC,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6083724456630374,-1.4784974749846032,-0.8481153883424906,0,0
76,5202,8591-TKMZH,1,0,1,1,1,1,1,0,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.104715896050287,1.5729272012389979,1.9658694869406046,0,0
77,1472,9283-LZQOH,1,0,1,1,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7715237163024016,0.3449964378902465,-0.5891152640716033,1,1
78,3217,3594-IVHJZ,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2201897105606532,-1.4600952428363247,-0.9748610907184287,0,0
79,4530,1945-XISKS,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4310184373290156,-1.4868621259610935,-0.39114001217730315,0,0
80,3211,4359-INNWN,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6083724456630374,-1.473478684398709,-0.8414552561371287,0,0
81,1016,7649-SIJJF,1,0,1,0,1,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941697079683799,0.5357104801542212,1.5279714386178942,0,0
82,1577,9254-RBFON,0,0,1,1,1,0,0,1,1,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6083724456630374,1.1546946524144912,-0.22418517265645138,0,1
83,642,0970-ETWGE,1,0,0,0,1,0,0,0,0,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,0.8518942870655484,-0.953593821099951,1,1
84,4770,7762-ONLJY,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.057038439921289,-1.4851891957657952,-0.9513813026046105,0,0
85,3856,6710-HSJRD,1,0,1,0,1,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1862915313699691,1.6733030129568796,2.2263822514072853,0,0
86,6314,8873-GLDMH,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.057038439921289,0.3265942057419678,-0.8128279760137427,1,0
87,3185,9907-SWKKF,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2609775282204942,-1.3061856648689065,-0.9827177890488217,0,1
88,4594,4658-HCOHW,0,0,1,1,1,0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.44522117502367314,1.2952207888195255,-0.041223439123390784,1,1
89,6478,9330-VOFSZ,0,0,1,0,1,0,1,1,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.145503713710128,1.5628896200672098,2.0044756770123633,0,0
90,3975,2860-RANUS,0,1,0,0,1,0,0,0,0,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4860089926835142,0.7264245224181963,-0.21400307223401677,1,1
91,1461,6234-PFPXL,1,0,1,0,1,1,0,0,1,1,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.40443335736383207,1.064356421868398,0.01512805234977286,0,0
92,2268,7205-BAIAD,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32974736051330694,-1.4550764522504307,-0.6204743272351548,0,0
93,1999,3858-VOBET,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.36364553970399105,0.36339867003852466,-0.2217017335290283,1,1
94,2361,5103-MHMHY,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2609775282204942,-0.606900843234331,-0.9732807203646141,0,1
95,4728,6119-SPUDB,1,0,0,0,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5744742664723533,-0.8645320933102273,-0.2014278395615199,0,0
96,6481,9389-ACWBI,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0978262575811302,0.19610565050872195,-0.8493571079062021,0,0
97,6942,3454-JFUBC,1,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4718062549888566,-1.4751516145940071,-0.363686721459608,0,0
98,1334,1768-ZAIFU,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,-1.3011668742830123,-0.9826500588908011,1,1
99,5150,7017-VFULY,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2201897105606532,-1.471805754203411,-0.9745450166476657,0,0
100,2448,9221-OTIVJ,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7307358986425606,1.3638109268267444,-0.3025489654863197,1,1
101,2231,2482-CZGBB,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8938871692819248,0.19777858070401988,-0.6598932792031612,1,1
102,203,7018-WBJNK,1,0,0,1,1,0,0,0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7715237163024016,0.4754849931234923,-0.5271647462020674,1,0
103,1644,3331-HQDTW,0,0,0,0,1,1,1,1,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0850204545542606,1.5294310161612492,0.6257380036250884,0,1
104,1014,4695-VADHF,1,0,1,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5675846280031963,-0.2221268983157848,-0.5466258782733284,0,1
105,6614,4086-WITJG,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5941697079683799,-1.4851891957657952,-0.40653733476732634,0,0
106,5710,6297-NOOPG,0,0,1,0,1,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5533818903085388,1.5528520388954217,2.5062884177872076,0,0
107,1153,8777-PVYGU,0,0,1,0,1,1,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8192011724313997,0.0070645384400447155,0.545974454196127,0,0
108,6332,4378-MYPGO,1,0,1,1,1,1,1,1,0,1,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4718062549888566,1.377194368389129,2.2448951612662578,0,0
109,3604,9313-CDOGY,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24817172519362482,-1.4885350561563913,-0.6701431097836165,0,0
110,1076,4121-AGSIN,0,0,1,1,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.063928078390446,-1.3245878970171847,-0.31767536744426034,0,0
111,3978,0432-CAJZV,1,0,0,0,1,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.179401892900812,0.8903716815574032,-0.8867215784142495,1,0
112,3166,9097-ZUBYC,1,0,1,0,1,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7307358986425606,-0.5115438221023436,-0.6940292788455584,0,0
113,6133,9638-JIQYA,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2201897105606532,-1.3112044554548006,-0.9715874664140983,0,0
114,185,1024-GUALD,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,-1.3145503158453966,-0.9828306726455227,1,1
115,4686,8024-XNAFQ,0,1,0,0,1,1,1,1,1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,1.4491303667869442,2.5047983543107533,0,0
116,3516,7587-RZNME,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.179401892900812,-0.6955661435851266,-0.9381964985099278,1,1
117,1175,1346-UFHAX,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7715237163024016,0.5323646197636253,-0.5292418043813668,0,0
118,1606,6374-NTQLP,1,1,1,1,1,1,0,1,1,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.634957525628221,1.3387169738972742,2.3688639271633503,0,0
119,1653,6625-FLENO,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.063928078390446,-1.4500576616645366,-0.45853151940782955,0,0
120,2180,7375-WMVMT,1,1,1,0,1,0,1,1,1,0,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5941697079683799,1.0509729803060137,2.034480137015502,0,0
121,1807,6910-HADCM,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,0.41024071550686914,-0.9595540750057665,1,1
122,2292,7401-JIXNM,0,0,1,1,1,1,1,1,1,1,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9007768077510817,0.9104468439009793,1.2478395050445705,0,0
123,1560,7338-ERIVA,1,0,0,1,0,1,0,0,1,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28895954285346587,-0.6370135867496957,-0.185511252426672,0,0
124,5393,5376-DEQCP,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2609775282204942,0.21785374304759603,-0.9621503977298906,1,1
